word,tag,number
ستزور,O,1531
المنطقة,O,1532
الأسبوع,O,1533
المقبل,O,1534
لخفض,O,1535
التوتر,O,1536
بين,O,1537
إسرائيل,B-LOC,1538
وحزب,B-ORG,1539
الله,I-ORG,1540
،,O,1541
من,O,1542
دون,O,1543
إعطاء,O,1544
تفاصيل,O,1545
حول,O,1546
التاريخ,O,1547
أو,O,1548
الدول,O,1549
التي,O,1550
ستزورها,O,1551
.,O,1552
تشاؤم,O,1554
السنيورة,B-PERS,1555
وفي,O,1556
بيروت,B-LOC,1557
شكر,O,1558
رئيس,O,1559
الحكومة,O,1560
أنان,B-PERS,1561
في,O,1562
اتصال,O,1563
هاتفي,O,1564
على,O,1565
اهتمامه,O,1566
بلبنان,B-LOC,1567
،,O,1568
وأبدى,O,1569
أمس,O,1570
تشاؤمه,O,1571
باحتمال,O,1572
التوصل,O,1573
إلى,O,1574
حل,O,1575
قريب,O,1576
للحرب,O,1577
الإسرائيلية,O,1578
على,O,1579
البلاد,O,1580
.,O,1581
واتهم,O,1583
فؤاد,B-PERS,1584
السنيورة,I-PERS,1585
الولايات,B-LOC,1586
المتحدة,I-LOC,1587
بإعطاء,O,1588
فرصة,O,1589
لإسرائيل,B-LOC,1590
لمتابعة,O,1591
عدوانها,O,1592
،,O,1593
مشددا,O,1594
على,O,1595
أن,O,1596
الحل,O,1597
النهائي,O,1598
يكون,O,1599
ببسط,O,1600
الدولة,O,1601
سيادتها,O,1602
على,O,1603
كامل,O,1604
أراضيها,O,1605
.,O,1606
وقال,O,1608
السنيورة,B-PERS,1609
في,O,1610
حديث,O,1611
إن,O,1612
الأفكار,O,1613
التي,O,1614
حملها,O,1615
من,O,1616
لبنان,B-LOC,1617
وفد,O,1618
الأمم,B-ORG,1619
المتحدة,I-ORG,1620
رفضتها,O,1621
إسرائيل,B-LOC,1622
.,O,1623
وأضاف,O,1625
أن,O,1626
"""",O,1627
وفد,O,1628
الأمم,B-ORG,1629
المتحدة,I-ORG,1630
لم,O,1631
يعد,O,1632
إلى,O,1633
لبنان,B-LOC,1634
لأن,O,1635
إسرائيل,B-LOC,1636
أعطت,O,1637
جوابا,O,1638
سلبيا,O,1639
وأميركا,B-LOC,1640
تعطي,O,1641
إسرائيل,B-LOC,1642
فرصة,O,1643
لمتابعة,O,1644
عدوانها,O,1645
"""",O,1646
.,O,1647
وفي,O,1649
موسكو,B-LOC,1650
أصدرت,O,1651
الخارجية,O,1652
الروسية,O,1653
بيانا,O,1654
دعت,O,1655
فيه,O,1656
إلى,O,1657
وقف,O,1658
فوري,O,1659
لإطلاق,O,1660
النار,O,1661
،,O,1662
محذرة,O,1663
مما,O,1664
وصفتها,O,1665
بكارثة,O,1666
إنسانية,O,1667
كبرى,O,1668
في,O,1669
لبنان,B-LOC,1670
والأراضي,B-LOC,1671
الفلسطينية,I-LOC,1672
.,O,1673
وأشار,O,1675
وزير,O,1676
الخارجية,O,1677
الروسي,O,1678
سيرغي,B-PERS,1679
لافروف,I-PERS,1680
إلى,O,1681
أن,O,1682
الهجوم,O,1683
الإسرائيلي,O,1684
على,O,1685
لبنان,B-LOC,1686
"""",O,1687
تجاوز,O,1688
كثيرا,O,1689
"""",O,1690
حدود,O,1691
العملية,O,1692
"""",O,1693
المناهضة,O,1694
للإرهاب,O,1695
"""",O,1696
التي,O,1697
تقول,O,1698
إسرائيل,B-LOC,1699
إنها,O,1700
تنفذها,O,1701
ضد,O,1702
حزب,B-ORG,1703
الله,I-ORG,1704
.,O,1705
فؤاد,B-PERS,1707
السنيورة,I-PERS,1708
قال,O,1709
إن,O,1710
واشنطن,B-LOC,1711
أعطت,O,1712
فرصة,O,1713
لإسرائيل,B-LOC,1714
كي,O,1715
تتابع,O,1716
عدوانها,O,1717
(,O,1718
الفرنسية,B-ORG,1719
),O,1720
كما,O,1721
دعا,O,1722
مندوب,O,1723
فرنسا,B-LOC,1724
لدى,O,1725
الأمم,B-ORG,1726
المتحدة,I-ORG,1727
جان,B-PERS,1728
مارك,I-PERS,1729
دو,I-PERS,1730
لا,I-PERS,1731
سابليير,I-PERS,1732
مجلس,B-ORG,1733
الأمن,I-ORG,1734
إلى,O,1735
مناقشة,O,1736
عاجلة,O,1737
للإعلان,O,1738
عن,O,1739
هدنة,O,1740
إنسانية,O,1741
،,O,1742
ووقف,O,1743
دائم,O,1744
لإطلاق,O,1745
النار,O,1746
في,O,1747
لبنان,B-LOC,1748
.,O,1749
وأضاف,O,1751
أن,O,1752
باريس,B-LOC,1753
لا,O,1754
تعتقد,O,1755
أن,O,1756
نزع,O,1757
سلاح,O,1758
حزب,B-ORG,1759
الله,I-ORG,1760
يمكن,O,1761
أن,O,1762
يتحقق,O,1763
بقصف,O,1764
لبنان,B-LOC,1765
كله,O,1766
بل,O,1767
من,O,1768
خلال,O,1769
الحوار,O,1770
الوطني,O,1771
.,O,1772
عربيا,O,1774
دعا,O,1775
الرئيس,O,1776
السوري,O,1777
بشار,B-PERS,1778
الأسد,I-PERS,1779
المجتمع,O,1780
الدولي,O,1781
إلى,O,1782
التحرك,O,1783
بسرعة,O,1784
لترتيب,O,1785
وقف,O,1786
لإطلاق,O,1787
النار,O,1788
ينهي,O,1789
الأزمة,O,1790
بين,O,1791
حزب,B-ORG,1792
الله,I-ORG,1793
وإسرائيل,B-LOC,1794
.,O,1795
جاء,O,1797
ذلك,O,1798
بعد,O,1799
أن,O,1800
أجرى,O,1801
ألكسندر,B-PERS,1802
سلطانوف,I-PERS,1803
نائب,O,1804
وزير,O,1805
خارجية,O,1806
روسيا,B-LOC,1807
محادثات,O,1808
في,O,1809
دمشق,B-LOC,1810
مع,O,1811
وزير,O,1812
الخارجية,O,1813
السوري,O,1814
وليد,B-PERS,1815
المعلم,I-PERS,1816
.,O,1817
وفي,O,1819
باريس,B-LOC,1820
انتقد,O,1821
وزير,O,1822
الخارجية,O,1823
السعودي,O,1824
سعود,B-PERS,1825
الفيصل,I-PERS,1826
بعد,O,1827
لقاء,O,1828
نظيره,O,1829
الفرنسي,O,1830
بباريس,B-LOC,1831
"""",O,1832
عجرفة,O,1833
"""",O,1834
إسرائيل,B-LOC,1835
واتهمها,O,1836
"""",O,1837
بتدمير,O,1838
"""",O,1839
لبنان,B-LOC,1840
.,O,1841
قال,O,1843
خبراء,O,1844
اقتصاديون,O,1845
إسرائيليون,O,1846
إن,O,1847
تكلفة,O,1848
العدوان,O,1849
على,O,1850
لبنان,B-LOC,1851
خلال,O,1852
الأسبوع,O,1853
الأول,O,1854
بلغت,O,1855
ستة,O,1856
مليارات,O,1857
شيكل,B-MISC,1858
(,O,1859
1.3,O,1860
مليار,O,1861
دولار,B-MISC,1862
),O,1863
،,O,1864
فيما,O,1865
قدرت,O,1866
الأضرار,O,1867
المادية,O,1868
في,O,1869
70,O,1870
بلدة,O,1871
ومستوطنة,O,1872
ومدينة,O,1873
إسرائيلية,O,1874
طالتها,O,1875
صواريخ,O,1876
حزب,B-ORG,1877
الله,I-ORG,1878
بأكثر,O,1879
من,O,1880
مليار,O,1881
شيكل,B-MISC,1882
(,O,1883
225,O,1884
مليون,O,1885
دولار,B-MISC,1886
),O,1887
حتى,O,1888
اليوم,O,1889
.,O,1890
"""",O,1892
خسائر,O,1893
الاقتصاد,O,1894
الإسرائيلي,O,1895
جراء,O,1896
العدوان,O,1897
على,O,1898
لبنان,B-LOC,1899
تفوق,O,1900
200,O,1901
مليون,O,1902
دولار,B-MISC,1903
يوميا,O,1904
"""",O,1905
وأكد,O,1906
الخبراء,O,1907
أن,O,1908
الخسائر,O,1909
المادية,O,1910
اللاحقة,O,1911
بالاقتصاد,O,1912
الإسرائيلي,O,1913
جراء,O,1914
إغلاق,O,1915
المصانع,O,1916
وتعطيل,O,1917
المرافق,O,1918
التجارية,O,1919
تقدر,O,1920
بنحو,O,1921
400,O,1922
مليون,O,1923
شيكل,B-MISC,1924
يوميا,O,1925
(,O,1926
90,O,1927
مليون,O,1928
دولار,B-MISC,1929
),O,1930
بينما,O,1931
ينفق,O,1932
الجيش,O,1933
يوميا,O,1934
نحو,O,1935
نصف,O,1936
مليار,O,1937
شيكل,B-MISC,1938
(,O,1939
112.5,O,1940
مليون,O,1941
دولار,B-MISC,1942
),O,1943
.,O,1944
ويضاف,O,1946
إلى,O,1947
ما,O,1948
سبق,O,1949
الخسائر,O,1950
المالية,O,1951
التي,O,1952
نجمت,O,1953
عن,O,1954
الأضرار,O,1955
الفادحة,O,1956
التي,O,1957
أصابت,O,1958
البنى,O,1959
التحتية,O,1960
.,O,1961
كما,O,1963
تضرر,O,1964
القطاع,O,1965
السياحي,O,1966
خصوصا,O,1967
في,O,1968
منطقة,O,1969
الشمال,O,1970
التي,O,1971
يبلغ,O,1972
الموسم,O,1973
السياحي,O,1974
فيها,O,1975
ذروته,O,1976
في,O,1977
مثل,O,1978
هذه,O,1979
الفترة,O,1980
من,O,1981
الصيف,O,1982
.,O,1983
وقدرت,O,1985
وزارة,O,1986
السياحة,O,1987
الإسرائيلية,O,1988
خسارة,O,1989
المرافق,O,1990
السياحية,O,1991
بنحو,O,1992
120,O,1993
مليون,O,1994
شيكل,B-MISC,1995
(,O,1996
27,O,1997
مليون,O,1998
دولار,B-MISC,1999
),O,2000
بسبب,O,2001
إلغاء,O,2002
الحجوزات,O,2003
في,O,2004
الفنادق,O,2005
والمناطق,O,2006
السياحية,O,2007
في,O,2008
الشمال,O,2009
وإلغاء,O,2010
رحلات,O,2011
السياح,O,2012
الأجانب,O,2013
إلى,O,2014
البلاد,O,2015
.,O,2016
وأفادت,O,2018
بيانات,O,2019
وزارة,O,2020
الصناعة,O,2021
بأن,O,2022
70%,O,2023
من,O,2024
مصانع,O,2025
شمال,O,2026
إسرائيل,B-LOC,2027
مغلقة,O,2028
جراء,O,2029
الحرب,O,2030
وإغلاق,O,2031
ميناء,O,2032
حيفا,B-LOC,2033
.,O,2034
وقال,O,2036
الخبير,O,2037
الاقتصادي,O,2038
أمين,B-PERS,2039
فارس,I-PERS,2040
إن,O,2041
العدوان,O,2042
على,O,2043
لبنان,B-LOC,2044
انعكس,O,2045
سلبا,O,2046
على,O,2047
الاقتصاد,O,2048
الإسرائيلي,O,2049
وأثر,O,2050
بشكل,O,2051
مباشر,O,2052
على,O,2053
سوق,O,2054
الأسهم,O,2055
الذي,O,2056
انخفض,O,2057
منذ,O,2058
أسبوع,O,2059
بشكل,O,2060
كبير,O,2061
،,O,2062
مشيرا,O,2063
إلى,O,2064
أن,O,2065
هذه,O,2066
الآثار,O,2067
السلبية,O,2068
ستكون,O,2069
على,O,2070
المدى,O,2071
القصير,O,2072
فقط,O,2073
.,O,2074
وتوقع,O,2076
فارس,B-PERS,2077
تزايد,O,2078
الأضرار,O,2079
الاقتصادية,O,2080
كلما,O,2081
طالت,O,2082
الحرب,O,2083
منوها,O,2084
إلى,O,2085
أن,O,2086
الحرب,O,2087
ستؤثر,O,2088
على,O,2089
الخزينة,O,2090
الإسرائيلية,O,2091
بشكل,O,2092
كبير,O,2093
،,O,2094
وستكبدها,O,2095
نفقات,O,2096
طائلة,O,2097
ستكون,O,2098
على,O,2099
حساب,O,2100
قطاعات,O,2101
هامة,O,2102
جدا,O,2103
للمجتمع,O,2104
مثل,O,2105
الرفاه,O,2106
الاجتماعي,O,2107
،,O,2108
والتربية,O,2109
والتعليم,O,2110
،,O,2111
والصحة,O,2112
وغيرها,O,2113
.,O,2114
طابا,B-LOC,2116
وإيلات,B-LOC,2117
ورجّح,O,2118
فارس,B-PERS,2119
أن,O,2120
تكون,O,2121
خسارة,O,2122
إسرائيل,B-LOC,2123
يوميا,O,2124
نحو,O,2125
نصف,O,2126
مليار,O,2127
شيكل,B-MISC,2128
(,O,2129
112.5,O,2130
مليون,O,2131
دولار,B-MISC,2132
),O,2133
،,O,2134
تنقسم,O,2135
بين,O,2136
مصروفات,O,2137
مباشرة,O,2138
للحرب,O,2139
وبين,O,2140
خسائر,O,2141
أخرى,O,2142
مثل,O,2143
البطالة,O,2144
وتعطيل,O,2145
العمل,O,2146
والمصانع,O,2147
والورشات,O,2148
وتدمير,O,2149
السياحة,O,2150
.,O,2151
وأصبحت,O,2153
مدينة,O,2154
إيلات,B-LOC,2155
على,O,2156
شاطئ,O,2157
البحر,O,2158
بعد,O,2159
تحقيقها,O,2160
أرباحا,O,2161
إثر,O,2162
طفرة,O,2163
سياحية,O,2164
ملجأ,O,2165
لآلاف,O,2166
الإسرائيليين,O,2167
النازحين,O,2168
من,O,2169
الشمال,O,2170
بحثا,O,2171
عن,O,2172
النجاة,O,2173
والهدوء,O,2174
كما,O,2175
امتلأت,O,2176
منتجعات,O,2177
طابا,B-MISC,2178
المصرية,O,2179
بالسياح,O,2180
الإسرائيليين,O,2181
وفقا,O,2182
لما,O,2183
ذكرته,O,2184
الإذاعة,O,2185
الإسرائيلية,O,2186
العامة,O,2187
.,O,2188
وأوضح,O,2190
فارس,B-PERS,2191
أنه,O,2192
رغم,O,2193
تماسك,O,2194
اقتصاد,O,2195
إسرائيل,B-LOC,2196
فيحتاج,O,2197
دائما,O,2198
إلى,O,2199
الاستقرار,O,2200
والهدوء,O,2201
والمناخ,O,2202
السياسي,O,2203
الملائم,O,2204
الضروري,O,2205
لنموه,O,2206
لافتا,O,2207
إلى,O,2208
أن,O,2209
الحرب,O,2210
ستبدد,O,2211
هذا,O,2212
النمو,O,2213
نتيجة,O,2214
تفاقم,O,2215
النفقات,O,2216
والخسائر,O,2217
.,O,2218
واستبعد,O,2220
فارس,B-PERS,2221
ارتفاع,O,2222
أسعار,O,2223
المواد,O,2224
التموينية,O,2225
في,O,2226
الوقت,O,2227
الحالي,O,2228
بسبب,O,2229
توفر,O,2230
احتياط,O,2231
كبير,O,2232
من,O,2233
الأغذية,O,2234
والمؤن,O,2235
والمعدات,O,2236
في,O,2237
البلاد,O,2238
،,O,2239
لكنه,O,2240
أشار,O,2241
إلى,O,2242
خسائر,O,2243
فواكه,O,2244
الصيف,O,2245
التي,O,2246
تقع,O,2247
بمعظمها,O,2248
شمال,O,2249
إسرائيل,B-LOC,2250
بسبب,O,2251
توقف,O,2252
قطفها,O,2253
.,O,2254
وقد,O,2256
حاولت,O,2257
إسرائيل,B-LOC,2258
خلال,O,2259
الأيام,O,2260
الأولى,O,2261
للحرب,O,2262
على,O,2263
لبنان,B-LOC,2264
تشغيل,O,2265
عمال,O,2266
تايلنديين,O,2267
لقطف,O,2268
الثمار,O,2269
ولكن,O,2270
السفارة,O,2271
التايلندية,O,2272
في,O,2273
تل,B-LOC,2274
أبيب,I-LOC,2275
قامت,O,2276
بثنيهم,O,2277
عن,O,2278
ذلك,O,2279
ونقلتهم,O,2280
بحافلات,O,2281
من,O,2282
مناطق,O,2283
الشمال,O,2284
حرصا,O,2285
على,O,2286
حياتهم,O,2287
.,O,2288
قررت,O,2290
الحكومة,B-ORG,2291
المصرية,I-ORG,2292
اعتبارا,O,2293
من,O,2294
اليوم,O,2295
الجمعة,O,2296
رفع,O,2297
سعر,O,2298
البنزين,O,2299
(,O,2300
90,O,2301
أوكتين,O,2302
),O,2303
بنسبة,O,2304
30%,O,2305
وسعر,O,2306
الدولار,B-MISC,2307
بنسبة,O,2308
15%,O,2309
.,O,2310
وزاد,O,2312
سعر,O,2313
البنزين,O,2314
90,O,2315
أوكتين,O,2316
ليصبح,O,2317
1.3,O,2318
جنيه,B-MISC,2319
(,O,2320
0.23,O,2321
دولار,B-MISC,2322
),O,2323
للتر,O,2324
ارتفاعا,O,2325
من,O,2326
جنيه,B-MISC,2327
واحد,O,2328
،,O,2329
في,O,2330
حين,O,2331
أصبح,O,2332
سعر,O,2333
السولار,O,2334
0.75,O,2335
جنيه,B-MISC,2336
ارتفاعا,O,2337
من,O,2338
0.60,O,2339
جنيه,B-MISC,2340
.,O,2341
وبررت,O,2343
وكالة,B-ORG,2344
أنباء,I-ORG,2345
الشرق,I-ORG,2346
الأوسط,I-ORG,2347
الرسمية,O,2348
اتخاذ,O,2349
هذا,O,2350
القرار,O,2351
بقولها,O,2352
إنه,O,2353
يأتي,O,2354
في,O,2355
ضوء,O,2356
ما,O,2357
شهدته,O,2358
الفترة,O,2359
الأخيرة,O,2360
من,O,2361
زيادة,O,2362
غير,O,2363
مسبوقة,O,2364
في,O,2365
أسعار,O,2366
النفط,O,2367
ومضاعفاته,O,2368
التي,O,2369
لم,O,2370
تشهد,O,2371
تحريكا,O,2372
لأسعارها,O,2373
لفترة,O,2374
طويلة,O,2375
جاوزت,O,2376
15,O,2377
عاما,O,2378
،,O,2379
ما,O,2380
زاد,O,2381
بشكل,O,2382
كبير,O,2383
من,O,2384
العبء,O,2385
الذي,O,2386
تتحمله,O,2387
الموازنة,O,2388
العامة,O,2389
للدولة,O,2390
كدعم,O,2391
لمواجهة,O,2392
فرق,O,2393
السعر,O,2394
الحقيقي,O,2395
لتكلفة,O,2396
الإنتاج,O,2397
عن,O,2398
سعر,O,2399
البيع,O,2400
.,O,2401
وأضافت,O,2403
الوكالة,O,2404
أنه,O,2405
تقرر,O,2406
أيضا,O,2407
عدم,O,2408
المساس,O,2409
بسعر,O,2410
البنزين,O,2411
80,O,2412
أوكتين,O,2413
مراعاة,O,2414
لمحدودي,O,2415
الدخل,O,2416
،,O,2417
إضافة,O,2418
إلى,O,2419
تعويض,O,2420
المخابز,O,2421
عن,O,2422
فرق,O,2423
سعر,O,2424
السولار,O,2425
بما,O,2426
يضمن,O,2427
ثبات,O,2428
سعر,O,2429
الرغيف,O,2430
.,O,2431
وذكرت,O,2433
وكالة,B-ORG,2434
الأنباء,I-ORG,2435
المصرية,I-ORG,2436
أن,O,2437
الدراسات,O,2438
أكدت,O,2439
أن,O,2440
سعر,O,2441
الوقود,O,2442
في,O,2443
عملية,O,2444
النقل,O,2445
لا,O,2446
يتعدى,O,2447
5%,O,2448
فقط,O,2449
من,O,2450
إجمالي,O,2451
تكلفة,O,2452
النقل,O,2453
،,O,2454
ما,O,2455
لا,O,2456
يبرر,O,2457
أي,O,2458
اتجاه,O,2459
لرفع,O,2460
أسعار,O,2461
النقل,O,2462
نتيجة,O,2463
لهذا,O,2464
القرار,O,2465
.,O,2466
لكن,O,2468
الشواهد,O,2469
السابقة,O,2470
تشير,O,2471
إلى,O,2472
أن,O,2473
أسعار,O,2474
النقل,O,2475
وكل,O,2476
ما,O,2477
يرتبط,O,2478
بها,O,2479
من,O,2480
منتجات,O,2481
زراعية,O,2482
وصناعية,O,2483
وغيرها,O,2484
تزيد,O,2485
بمجرد,O,2486
زيادة,O,2487
سعر,O,2488
المنتجات,O,2489
البترولية,O,2490
.,O,2491
ارتفع,O,2493
عدد,O,2494
ضحايا,O,2495
تسونامي,O,2496
الذي,O,2497
ضرب,O,2498
إندونيسيا,B-LOC,2499
إلى,O,2500
531,O,2501
قتيلا,O,2502
وتبقى,O,2503
تلك,O,2504
الحصيلة,O,2505
مرشحة,O,2506
للارتفاع,O,2507
حيث,O,2508
أن,O,2509
العشرات,O,2510
ما,O,2511
زالوا,O,2512
في,O,2513
عداد,O,2514
المفقودين,O,2515
وسط,O,2516
تواصل,O,2517
أعمال,O,2518
الإغاثة,O,2519
في,O,2520
المناطق,O,2521
المتضررة,O,2522
.,O,2523
وقالت,O,2525
الوكالة,B-ORG,2526
الوطنية,I-ORG,2527
للتنسيق,I-ORG,2528
في,I-ORG,2529
الكوارث,I-ORG,2530
بإندونيسيا,B-LOC,2531
إن,O,2532
تسونامي,B-MISC,2533
الذي,O,2534
ضرب,O,2535
المنطقة,O,2536
الاثنين,O,2537
الماضي,O,2538
خلف,O,2539
400,O,2540
جريح,O,2541
على,O,2542
الأقل,O,2543
وما,O,2544
زال,O,2545
275,O,2546
شخصا,O,2547
آخرين,O,2548
مفقودين,O,2549
،,O,2550
إلى,O,2551
جانب,O,2552
50,O,2553
ألف,O,2554
منكوب,O,2555
على,O,2556
الساحل,O,2557
الجنوبي,O,2558
الغربي,O,2559
لجزيرة,O,2560
جاوا,B-LOC,2561
.,O,2562
وقد,O,2564
فر,O,2565
مئات,O,2566
من,O,2567
الناجين,O,2568
أمس,O,2569
من,O,2570
مراكز,O,2571
الإيواء,O,2572
الطارئ,O,2573
أمام,O,2574
الساحل,O,2575
بعد,O,2576
أن,O,2577
انتابهم,O,2578
الذعر,O,2579
عقب,O,2580
انتشار,O,2581
شائعات,O,2582
عن,O,2583
قرب,O,2584
حدوث,O,2585
موجة,O,2586
جديدة,O,2587
.,O,2588
ولم,O,2590
يعد,O,2591
الكثير,O,2592
من,O,2593
الذين,O,2594
فروا,O,2595
بينما,O,2596
التجأ,O,2597
آخرون,O,2598
خلال,O,2599
الليل,O,2600
إلى,O,2601
الطوابق,O,2602
العليا,O,2603
من,O,2604
مسجد,O,2605
بغنداران,B-LOC,2606
.,O,2607
وتسبب,O,2609
زلزال,O,2610
قوته,O,2611
7.7,O,2612
درجات,O,2613
على,O,2614
مقياس,O,2615
ريختر,B-MISC,2616
في,O,2617
عمق,O,2618
البحر,O,2619
بموجة,O,2620
تسونامي,B-MISC,2621
بحسب,O,2622
المعهد,B-ORG,2623
الوطني,I-ORG,2624
الأميركي,I-ORG,2625
لرصد,I-ORG,2626
الزلازل,I-ORG,2627
ووقع,O,2628
بعد,O,2629
ظهر,O,2630
الاثنين,O,2631
في,O,2632
المحيط,B-LOC,2633
الهندي,I-LOC,2634
غرب,O,2635
ووسط,O,2636
جزيرة,O,2637
جاوا,B-LOC,2638
.,O,2639
وسجل,O,2641
العدد,O,2642
الأكبر,O,2643
من,O,2644
القتلى,O,2645
في,O,2646
إقليم,O,2647
سياميس,B-LOC,2648
التابع,O,2649
لمقاطعة,O,2650
جاوا,B-LOC,2651
الغربية,O,2652
وسط,O,2653
تقديرات,O,2654
بأن,O,2655
الموجة,O,2656
طالت,O,2657
ثلاثة,O,2658
أقاليم,O,2659
أخرى,O,2660
بشكل,O,2661
أقل,O,2662
قوة,O,2663
.,O,2664
منتجع,O,2666
بغنداران,B-LOC,2667
السياحي,O,2668
من,O,2669
أكثر,O,2670
المناطق,O,2671
تضررا,O,2672
من,O,2673
تسونامي,B-MISC,2674
(,O,2675
الفرنسية,B-ORG,2676
),O,2677
مأساة,O,2678
بغنداران,B-LOC,2679
ويعتبر,O,2680
منتجع,O,2681
بغنداران,B-LOC,2682
السياحي,O,2683
من,O,2684
أكثر,O,2685
المناطق,O,2686
تضررا,O,2687
من,O,2688
تسونامي,B-MISC,2689
الجديد,O,2690
حيث,O,2691
شهد,O,2692
مقتل,O,2693
172,O,2694
شخصا,O,2695
على,O,2696
الأقل,O,2697
فيما,O,2698
مازال,O,2699
85,O,2700
شخصا,O,2701
من,O,2702
سكانه,O,2703
في,O,2704
عداد,O,2705
المفقودين,O,2706
.,O,2707
وأشار,O,2709
مسؤول,O,2710
في,O,2711
شرطة,O,2712
سومانتايوان,B-LOC,2713
